"triplet_id","query_id","target_id1","target_id2"
2702,2337324,2326569,2416465
2703,2337324,2343321,2334776
2704,2337324,2325767,2333958
2705,2337324,2325767,2341296
2706,2337324,2337926,2339512
2707,2337324,2323672,2339803
2708,2337324,2334776,2329676
2709,2337324,2323672,2340622
2710,2337324,2326569,2341296
2711,2341424,2317340,2413993
2712,2341424,2327261,2321445
2713,2341424,2413993,2328232
2714,2341424,2318123,2316650
2715,2341424,2317340,2328232
2716,2341424,2411690,2328232
2717,2341424,2326518,2324467
2718,2341424,2337185,2414882
2719,2341424,2323424,2324467
2720,2341424,2323424,2318540
2721,2339377,2338428,2326045
2722,2339377,2330498,2326045
2723,2339377,2319699,2338428
2724,2339377,2324091,2330521
2725,2339377,2320024,2413193
2726,2339377,2320024,2320859
2727,2339377,2320859,2335164
2728,2339377,2330521,2325865
2729,2339377,2328325,2324331
2730,2339377,2327866,2324091
2731,2318897,2323371,2315874
2732,2318897,2343229,2412303
2733,2318897,2329901,2320833
2734,2318897,2343229,2416974
2735,2318897,2327212,2414383
2736,2318897,2342794,2336425
2737,2318897,2417276,2320833
2738,2318897,2315857,2342794
2739,2318897,2324654,2338181
2740,2318897,2342794,2343229
2741,2322996,2324505,2315836
2742,2322996,2317489,2316313
2743,2322996,2323167,2412603
2744,2322996,2324505,2321107
2745,2322996,2333273,2323767
2746,2322996,2330797,2334058
2747,2322996,2323767,2322664
2748,2322996,2316313,2325268
2749,2322996,2324815,2415548
2750,2322996,2332319,2323767
2751,2343477,2336614,2343282
2752,2343477,2322032,2318501
2753,2343477,2333202,2337269
2754,2343477,2319670,2338756
2755,2343477,2339364,2318505
2756,2343477,2319380,2316523
2757,2343477,2319670,2318505
2758,2343477,2324679,2343553
2759,2343477,2336242,2318501
2760,2343477,2316523,2322032
2761,2331189,2324315,2322409
2762,2331189,2335540,2324315
2763,2331189,2322477,2339136
2764,2331189,2331256,2335540
2765,2331189,2325958,2333327
2766,2331189,2316343,2322409
2767,2331189,2322477,2333327
2768,2331189,2316343,2414212
2769,2331189,2333230,2317201
2770,2331189,2317201,2320165
2771,2417208,2340814,2315487
2772,2417208,2414947,2333511
2773,2417208,2327415,2329290
2774,2417208,2315963,2334310
2775,2417208,2322540,2329290
2776,2417208,2412307,2416202
2777,2417208,2333511,2320760
2778,2417208,2320745,2334290
2779,2417208,2412307,2414947
2780,2417208,2315963,2340114
2781,2417210,2318059,2337502
2782,2417210,2341853,2342761
2783,2417210,2327659,2324589
2784,2417210,2333896,2335938
2785,2417210,2317638,2318059
2786,2417210,2335205,2334656
2787,2417210,2336826,2331141
2788,2417210,2315543,2331141
2789,2417210,2342761,2324589
2790,2417210,2341853,2327116
2791,2323006,2415377,2317410
2792,2323006,2322639,2341163
2793,2323006,2317410,2316440
2794,2323006,2415377,2340465
2795,2323006,2417781,2325883
2796,2323006,2341163,2341267
2797,2323006,2338783,2321397
2798,2323006,2338783,2322639
2799,2323006,2340465,2320047
2800,2323006,2323827,2325883
2801,2417215,2315863,2322312
2802,2417215,2329413,2414415
2803,2417215,2335902,2319211
2804,2417215,2327595,2329413
2805,2417215,2318952,2340435
2806,2417215,2319880,2318952
2807,2417215,2325499,2325268
2808,2417215,2319211,2317109
2809,2417215,2416028,2315863
2810,2417215,2327595,2330283
2811,2331209,2320161,2412227
2812,2331209,2341344,2417317
2813,2331209,2340322,2412227
2814,2331209,2322031,2317167
2815,2331209,2413253,2417317
2816,2331209,2413253,2413888
2817,2331209,2340578,2315411
2818,2331209,2332231,2414665
2819,2331209,2413888,2317773
2820,2331209,2332231,2331198
2821,2316874,2340641,2325043
2822,2316874,2334945,2322382
2823,2316874,2324169,2325009
2824,2316874,2340641,2411536
2825,2316874,2329739,2334945
2826,2316874,2323647,2317456
2827,2316874,2317120,2317879
2828,2316874,2343486,2317120
2829,2316874,2334945,2325009
2830,2316874,2413917,2323647
2831,2323021,2325080,2329190
2832,2323021,2411525,2341198
2833,2323021,2322273,2317918
2834,2323021,2319636,2411525
2835,2323021,2320248,2336064
2836,2323021,2325080,2413545
2837,2323021,2329585,2329190
2838,2323021,2329190,2338694
2839,2323021,2334224,2335725
2840,2323021,2317918,2329585
2841,2417231,2316566,2317682
2842,2417231,2334664,2318665
2843,2417231,2330382,2340242
2844,2417231,2338606,2340242
2845,2417231,2340556,2331719
2846,2417231,2417036,2417775
2847,2417231,2335843,2322658
2848,2417231,2326638,2318665
2849,2417231,2330382,2318665
2850,2417231,2316566,2318665
2851,2341456,2320889,2415319
2852,2341456,2412737,2328893
2853,2341456,2327789,2315419
2854,2341456,2330188,2415303
2855,2341456,2416688,2342028
2856,2341456,2330336,2415303
2857,2341456,2413239,2416688
2858,2341456,2330188,2327789
2859,2341456,2320651,2317895
2860,2341456,2341503,2343100
2861,2331215,2412482,2325201
2862,2331215,2411682,2326385
2863,2331215,2412482,2416087
2864,2331215,2332046,2323724
2865,2331215,2332590,2336577
2866,2331215,2411682,2336577
2867,2331215,2334444,2326742
2868,2331215,2328646,2320023
2869,2331215,2332046,2412287
2870,2331215,2316296,2324701
2871,2323026,2321248,2333326
2872,2323026,2340573,2320744
2873,2323026,2321248,2317925
2874,2323026,2322172,2340654
2875,2323026,2315887,2343583
2876,2323026,2340654,2411958
2877,2323026,2317925,2315887
2878,2323026,2416646,2324834
2879,2323026,2320848,2317925
2880,2323026,2324379,2319008
2881,2341459,2341163,2337779
2882,2341459,2333748,2337287
2883,2341459,2320412,2320047
2884,2341459,2343321,2323101
2885,2341459,2333748,2338605
2886,2341459,2320047,2338506
2887,2341459,2320047,2337779
2888,2341459,2335760,2337779
2889,2341459,2416365,2340177
2890,2341459,2320412,2338605
2891,2413140,2331907,2412527
2892,2413140,2415032,2326892
2893,2413140,2331403,2316384
2894,2413140,2322429,2331403
2895,2413140,2415880,2415032
2896,2413140,2316384,2326892
2897,2413140,2340174,2330831
2898,2413140,2415032,2415332
2899,2413140,2336387,2334117
2900,2413140,2330898,2341802
2901,2316885,2339992,2329228
2902,2316885,2317692,2343379
2903,2316885,2342975,2415506
2904,2316885,2412538,2339385
2905,2316885,2342975,2318122
2906,2316885,2319683,2326583
2907,2316885,2417525,2412538
2908,2316885,2324815,2336768
2909,2316885,2318122,2317306
2910,2316885,2324815,2317692
2911,2335318,2320180,2333199
2912,2335318,2323254,2328300
2913,2335318,2318807,2323254
2914,2335318,2416015,2415548
2915,2335318,2415548,2339543
2916,2335318,2324894,2325041
2917,2335318,2325041,2416015
2918,2335318,2416184,2340516
2919,2335318,2333199,2331925
2920,2335318,2339543,2320839
2921,2329176,2411823,2316291
2922,2329176,2317125,2317752
2923,2329176,2343105,2338780
2924,2329176,2318398,2343725
2925,2329176,2317125,2325799
2926,2329176,2319847,2338780
2927,2329176,2329386,2335704
2928,2329176,2324712,2317752
2929,2329176,2338780,2343725
2930,2329176,2343105,2343725
2931,2320985,2325709,2335999
2932,2320985,2322108,2323760
2933,2320985,2324522,2332948
2934,2320985,2335999,2319601
2935,2320985,2330627,2324522
2936,2320985,2332849,2417853
2937,2320985,2331163,2325709
2938,2320985,2323737,2332849
2939,2320985,2322805,2332906
2940,2320985,2336189,2323737
2941,2413145,2415800,2328456
2942,2413145,2342701,2411893
2943,2413145,2323786,2320848
2944,2413145,2415800,2342545
2945,2413145,2415884,2416396
2946,2413145,2317813,2334181
2947,2413145,2342701,2415800
2948,2413145,2320722,2343375
2949,2413145,2328268,2323786
2950,2413145,2416396,2323786
2951,2318939,2324152,2320624
2952,2318939,2416601,2320624
2953,2318939,2321323,2327101
2954,2318939,2321647,2330404
2955,2318939,2330537,2339650
2956,2318939,2324452,2332760
2957,2318939,2325454,2316178
2958,2318939,2331998,2338298
2959,2318939,2327468,2413982
2960,2318939,2339650,2315605
2961,2323038,2316107,2337807
2962,2323038,2315559,2320355
2963,2323038,2340637,2322344
2964,2323038,2413587,2340157
2965,2323038,2329562,2413587
2966,2323038,2340637,2324762
2967,2323038,2323711,2321397
2968,2323038,2316107,2323711
2969,2323038,2343198,2340637
2970,2323038,2323711,2329562
2971,2331230,2317955,2327664
2972,2331230,2331058,2339432
2973,2331230,2319132,2324368
2974,2331230,2334939,2317955
2975,2331230,2327664,2337969
2976,2331230,2415860,2340450
2977,2331230,2316281,2327664
2978,2331230,2317955,2319132
2979,2331230,2326804,2414847
2980,2331230,2332001,2323638
2981,2337381,2412364,2324329
2982,2337381,2324869,2340827
2983,2337381,2318539,2411549
2984,2337381,2340827,2319958
2985,2337381,2324329,2319839
2986,2337381,2411713,2318539
2987,2337381,2325170,2334865
2988,2337381,2319958,2334865
2989,2337381,2339049,2317237
2990,2337381,2416583,2328180
2991,2325093,2321524,2412875
2992,2325093,2333908,2412875
2993,2325093,2333516,2319380
2994,2325093,2319755,2324199
2995,2325093,2337541,2328493
2996,2325093,2319380,2339523
2997,2325093,2416538,2324199
2998,2325093,2339534,2330446
2999,2325093,2319527,2340834
3000,2325093,2324199,2332322
3001,2343527,2318646,2341610
3002,2343527,2412892,2417971
3003,2343527,2323907,2412370
3004,2343527,2323907,2343136
3005,2343527,2412892,2417355
3006,2343527,2417355,2412370
3007,2343527,2343234,2343136
3008,2343527,2332112,2340889
3009,2343527,2324753,2319432
3010,2343527,2323907,2337634
3011,2323049,2329247,2342169
3012,2323049,2412188,2417070
3013,2323049,2329247,2417070
3014,2323049,2329557,2317398
3015,2323049,2326561,2329424
3016,2323049,2342626,2337480
3017,2323049,2335911,2329557
3018,2323049,2335911,2414900
3019,2323049,2329210,2332342
3020,2323049,2321230,2329424
3021,2413164,2328083,2331278
3022,2413164,2319461,2333967
3023,2413164,2335266,2328083
3024,2413164,2411768,2319188
3025,2413164,2411768,2325865
3026,2413164,2319188,2319461
3027,2413164,2326078,2341567
3028,2413164,2341567,2328897
3029,2413164,2328152,2327737
3030,2413164,2333967,2343587
3031,2318959,2322181,2328502
3032,2318959,2320668,2326283
3033,2318959,2318070,2417880
3034,2318959,2416897,2317036
3035,2318959,2331596,2330115
3036,2318959,2343129,2412738
3037,2318959,2341504,2319418
3038,2318959,2317036,2318070
3039,2318959,2322181,2315995
3040,2318959,2319418,2322181
3041,2321008,2333045,2318879
3042,2321008,2323125,2340671
3043,2321008,2333045,2328974
3044,2321008,2417650,2331607
3045,2321008,2316384,2343042
3046,2321008,2331607,2338093
3047,2321008,2338093,2328974
3048,2321008,2417650,2330808
3049,2321008,2325709,2343042
3050,2321008,2338300,2338958
3051,2321011,2332842,2415581
3052,2321011,2327059,2339514
3053,2321011,2415581,2334096
3054,2321011,2342715,2315840
3055,2321011,2320276,2326678
3056,2321011,2318492,2329765
3057,2321011,2326678,2413263
3058,2321011,2342720,2417654
3059,2321011,2325809,2337803
3060,2321011,2318492,2413863
3061,2316919,2416852,2320280
3062,2316919,2413486,2338612
3063,2316919,2327998,2416852
3064,2316919,2338915,2334064
3065,2316919,2320280,2328041
3066,2316919,2336137,2329224
3067,2316919,2343134,2334064
3068,2316919,2328041,2337014
3069,2316919,2339219,2339179
3070,2316919,2338915,2328041
3071,2417271,2417288,2342829
3072,2417271,2317419,2417106
3073,2417271,2340316,2417288
3074,2417271,2320400,2412581
3075,2417271,2340160,2337682
3076,2417271,2337682,2317419
3077,2417271,2325391,2342829
3078,2417271,2317419,2340166
3079,2417271,2332533,2342829
3080,2417271,2413013,2338828
3081,2325111,2319475,2319028
3082,2325111,2324588,2341376
3083,2325111,2324588,2412942
3084,2325111,2321104,2341942
3085,2325111,2328659,2341376
3086,2325111,2414847,2336851
3087,2325111,2335364,2336260
3088,2325111,2335364,2342731
3089,2325111,2324588,2341942
3090,2325111,2341376,2414920
3091,2341498,2331166,2322366
3092,2341498,2337061,2331166
3093,2341498,2317063,2417848
3094,2341498,2342910,2319416
3095,2341498,2320472,2414587
3096,2341498,2343308,2335348
3097,2341498,2417848,2335872
3098,2341498,2337894,2318557
3099,2341498,2342910,2337894
3100,2341498,2335348,2317063
3101,2331256,2327113,2338015
3102,2331256,2341156,2325008
3103,2331256,2335020,2327597
3104,2331256,2325008,2336196
3105,2331256,2337600,2411654
3106,2331256,2341156,2321907
3107,2331256,2321907,2332492
3108,2331256,2327597,2339392
3109,2331256,2331189,2343159
3110,2331256,2338761,2321907
3111,2413186,2416108,2337832
3112,2413186,2337238,2339499
3113,2413186,2413967,2316618
3114,2413186,2337238,2327800
3115,2413186,2413967,2339499
3116,2413186,2416080,2326751
3117,2413186,2317190,2416108
3118,2413186,2316618,2339172
3119,2413186,2326602,2337238
3120,2413186,2411924,2324053
3121,2337412,2333630,2318267
3122,2337412,2327498,2416788
3123,2337412,2341859,2343382
3124,2337412,2327641,2316123
3125,2337412,2320695,2325150
3126,2337412,2328966,2415728
3127,2337412,2333630,2322031
3128,2337412,2415728,2320695
3129,2337412,2333630,2326652
3130,2337412,2326652,2343382
3131,2325127,2328862,2331125
3132,2325127,2334076,2318410
3133,2325127,2331125,2416735
3134,2325127,2412006,2342005
3135,2325127,2340231,2412006
3136,2325127,2337838,2331125
3137,2325127,2414815,2339241
3138,2325127,2328862,2413853
3139,2325127,2342005,2325521
3140,2325127,2413853,2339355
3141,2415242,2334626,2321440
3142,2415242,2334626,2332530
3143,2415242,2412269,2412526
3144,2415242,2327526,2331181
3145,2415242,2323168,2325868
3146,2415242,2316267,2325868
3147,2415242,2339490,2324099
3148,2415242,2318310,2323766
3149,2415242,2325868,2324099
3150,2415242,2318310,2334626
3151,2321039,2329860,2325495
3152,2321039,2412563,2324546
3153,2321039,2318375,2416324
3154,2321039,2330746,2327878
3155,2321039,2323317,2329860
3156,2321039,2334532,2324546
3157,2321039,2340345,2325495
3158,2321039,2328357,2325157
3159,2321039,2323317,2321150
3160,2321039,2323317,2417287
3161,2415248,2416022,2329444
3162,2415248,2322055,2324094
3163,2415248,2322055,2322288
3164,2415248,2337235,2317440
3165,2415248,2322055,2320166
3166,2415248,2325352,2317440
3167,2415248,2416022,2320669
3168,2415248,2337235,2337453
3169,2415248,2414916,2318807
3170,2415248,2416022,2332124
3171,2343571,2318656,2416202
3172,2343571,2343548,2335958
3173,2343571,2318656,2330854
3174,2343571,2340420,2326525
3175,2343571,2335958,2343473
3176,2343571,2330854,2324664
3177,2343571,2330854,2320371
3178,2343571,2320371,2335453
3179,2343571,2330854,2416202
3180,2343571,2416202,2336592
3181,2417300,2327007,2328715
3182,2417300,2317043,2328325
3183,2417300,2415803,2334317
3184,2417300,2337037,2330459
3185,2417300,2327007,2415303
3186,2417300,2322942,2342971
3187,2417300,2330388,2339253
3188,2417300,2317043,2415303
3189,2417300,2341058,2337037
3190,2417300,2320545,2337920
3191,2316947,2328480,2339447
3192,2316947,2343683,2411933
3193,2316947,2411933,2335367
3194,2316947,2317361,2330368
3195,2316947,2343683,2337922
3196,2316947,2335518,2330368
3197,2316947,2317361,2343683
3198,2316947,2337922,2324078
3199,2316947,2411933,2316525
3200,2316947,2338925,2331974
3201,2321047,2341346,2318620
3202,2321047,2340386,2342055
3203,2321047,2330181,2417991
3204,2321047,2414516,2330181
3205,2321047,2317668,2319317
3206,2321047,2318620,2315465
3207,2321047,2340255,2413206
3208,2321047,2340386,2411568
3209,2321047,2411568,2343081
3210,2321047,2340255,2417991
3211,2329240,2333925,2331996
3212,2329240,2328931,2335999
3213,2329240,2325256,2319461
3214,2329240,2340935,2324228
3215,2329240,2325256,2342295
3216,2329240,2317916,2331996
3217,2329240,2340935,2413290
3218,2329240,2333238,2324228
3219,2329240,2331064,2332840
3220,2329240,2319461,2333312
3221,2335385,2416146,2328414
3222,2335385,2317605,2328847
3223,2335385,2323195,2341206
3224,2335385,2339590,2341931
3225,2335385,2340319,2331334
3226,2335385,2326393,2337645
3227,2335385,2319759,2341206
3228,2335385,2323195,2331334
3229,2335385,2416146,2319759
3230,2335385,2321556,2325984
3231,2343578,2324634,2320850
3232,2343578,2342169,2338046
3233,2343578,2329896,2416066
3234,2343578,2320850,2412828
3235,2343578,2328581,2320918
3236,2343578,2324049,2329896
3237,2343578,2326847,2333197
3238,2343578,2326847,2334032
3239,2343578,2342169,2324634
3240,2343578,2324634,2321376
3241,2331290,2332316,2327696
3242,2331290,2328314,2416903
3243,2331290,2341019,2325444
3244,2331290,2413186,2328314
3245,2331290,2319567,2320406
3246,2331290,2333926,2323809
3247,2331290,2327696,2320406
3248,2331290,2342688,2417844
3249,2331290,2333926,2342103
3250,2331290,2327800,2333926
3251,2339481,2324496,2320229
3252,2339481,2337652,2413432
3253,2339481,2326609,2337090
3254,2339481,2315509,2320349
3255,2339481,2337652,2327004
3256,2339481,2413432,2315536
3257,2339481,2341641,2332919
3258,2339481,2318285,2316279
3259,2339481,2318285,2320229
3260,2339481,2337652,2341641
3261,2325150,2316955,2413684
3262,2325150,2340081,2340301
3263,2325150,2331459,2414230
3264,2325150,2340578,2340322
3265,2325150,2415394,2316955
3266,2325150,2328866,2340081
3267,2325150,2338223,2330335
3268,2325150,2340578,2336300
3269,2325150,2330335,2343101
3270,2325150,2340578,2343138
3271,2341534,2412221,2331932
3272,2341534,2326666,2341529
3273,2341534,2336685,2412221
3274,2341534,2415303,2315419
3275,2341534,2415303,2343218
3276,2341534,2343386,2318650
3277,2341534,2315419,2325557
3278,2341534,2319954,2412221
3279,2341534,2416788,2315419
3280,2341534,2331932,2416878
3281,2417312,2324142,2414700
3282,2417312,2340492,2336749
3283,2417312,2332153,2340492
3284,2417312,2329893,2336749
3285,2417312,2411883,2336749
3286,2417312,2336254,2412094
3287,2417312,2417793,2332182
3288,2417312,2329893,2339453
3289,2417312,2339453,2411883
3290,2417312,2334034,2329300
3291,2327201,2324123,2339759
3292,2327201,2324766,2335688
3293,2327201,2336701,2327828
3294,2327201,2336399,2322277
3295,2327201,2339759,2316037
3296,2327201,2322277,2339759
3297,2327201,2334488,2335688
3298,2327201,2331160,2316826
3299,2327201,2331160,2323391
3300,2327201,2322277,2332118
3301,2417314,2342105,2342399
3302,2417314,2330024,2322098
3303,2417314,2343396,2336679
3304,2417314,2413084,2417887
3305,2417314,2332329,2322098
3306,2417314,2330024,2336679
3307,2417314,2332329,2417887
3308,2417314,2325619,2316095
3309,2417314,2343396,2325619
3310,2417314,2322098,2335661
3311,2331299,2332184,2332392
3312,2331299,2417848,2334093
3313,2331299,2417848,2336201
3314,2331299,2325359,2412027
3315,2331299,2338190,2338634
3316,2331299,2327754,2338190
3317,2331299,2334879,2326383
3318,2331299,2331640,2415352
3319,2331299,2328216,2331640
3320,2331299,2334879,2332184
3321,2417316,2316585,2417806
3322,2417316,2319131,2323179
3323,2417316,2338252,2322347
3324,2417316,2315558,2342733
3325,2417316,2315569,2319479
3326,2417316,2319131,2343525
3327,2417316,2316585,2417157
3328,2417316,2323179,2417806
3329,2417316,2323179,2319659
3330,2417316,2326626,2334225
3331,2341541,2337017,2415903
3332,2341541,2333762,2413757
3333,2341541,2320461,2337017
3334,2341541,2325009,2326173
3335,2341541,2341680,2323506
3336,2341541,2329078,2332153
3337,2341541,2323506,2411828
3338,2341541,2317912,2320461
3339,2341541,2330649,2323506
3340,2341541,2320461,2333762
3341,2413222,2411764,2414691
3342,2413222,2337972,2411752
3343,2413222,2322778,2330274
3344,2413222,2330274,2321008
3345,2413222,2330274,2337972
3346,2413222,2330274,2411764
3347,2413222,2337972,2343543
3348,2413222,2328414,2413148
3349,2413222,2329583,2323449
3350,2413222,2330203,2322778
3351,2335399,2322480,2317054
3352,2335399,2323778,2415876
3353,2335399,2322535,2327342
3354,2335399,2321690,2417768
3355,2335399,2329724,2416038
3356,2335399,2318747,2342498
3357,2335399,2342498,2323396
3358,2335399,2321690,2329724
3359,2335399,2342498,2414351
3360,2335399,2321690,2323778
3361,2321059,2332607,2342317
3362,2321059,2416273,2336265
3363,2321059,2336653,2326587
3364,2321059,2343086,2336653
3365,2321059,2318892,2316257
3366,2321059,2332607,2341198
3367,2321059,2342317,2339617
3368,2321059,2343086,2417416
3369,2321059,2323746,2332607
3370,2321059,2339036,2338103
3371,2327209,2411812,2322273
3372,2327209,2411915,2321401
3373,2327209,2327198,2330018
3374,2327209,2325868,2341677
3375,2327209,2334599,2321401
3376,2327209,2331187,2327198
3377,2327209,2411915,2337213
3378,2327209,2336994,2331187
3379,2327209,2327198,2411812
3380,2327209,2325868,2316090
3381,2337453,2317392,2325415
3382,2337453,2412090,2329444
3383,2337453,2325415,2337235
3384,2337453,2320669,2337157
3385,2337453,2329577,2412090
3386,2337453,2323331,2329638
3387,2337453,2332927,2320669
3388,2337453,2334501,2330078
3389,2337453,2329577,2317489
3390,2337453,2317489,2336150
3391,2333363,2339330,2417291
3392,2333363,2343252,2336945
3393,2333363,2338545,2330880
3394,2333363,2343252,2342203
3395,2333363,2322528,2343252
3396,2333363,2342239,2414473
3397,2333363,2342239,2417887
3398,2333363,2335719,2329883
3399,2333363,2317897,2324765
3400,2333363,2412725,2333861
3401,2319030,2332257,2324067
3402,2319030,2324067,2317440
3403,2319030,2339867,2324067
3404,2319030,2317955,2329442
3405,2319030,2316908,2329442
3406,2319030,2323827,2415487
3407,2319030,2316569,2316908
3408,2319030,2329442,2338187
3409,2319030,2416663,2336660
3410,2319030,2329763,2416663
3411,2335415,2324383,2416849
3412,2335415,2325870,2315756
3413,2335415,2316492,2334620
3414,2335415,2318405,2317204
3415,2335415,2325870,2325882
3416,2335415,2417532,2417865
3417,2335415,2315756,2317735
3418,2335415,2325870,2417532
3419,2335415,2316492,2412711
3420,2335415,2332666,2317735
3421,2333367,2333460,2335798
3422,2333367,2318410,2316675
3423,2333367,2315490,2411524
3424,2333367,2318427,2333460
3425,2333367,2316675,2315490
3426,2333367,2342277,2412961
3427,2333367,2339532,2333460
3428,2333367,2318427,2342277
3429,2333367,2339532,2318618
3430,2333367,2321843,2315490
3431,2339510,2342986,2411766
3432,2339510,2336895,2414708
3433,2339510,2325140,2342986
3434,2339510,2330094,2325140
3435,2339510,2325140,2414834
3436,2339510,2342986,2326487
3437,2339510,2328958,2329901
3438,2339510,2326875,2416979
3439,2339510,2318585,2332922
3440,2339510,2336895,2318585
3441,2337464,2412953,2417162
3442,2337464,2416391,2318001
3443,2337464,2341428,2321302
3444,2337464,2323988,2321302
3445,2337464,2337716,2318503
3446,2337464,2341428,2417162
3447,2337464,2341428,2337716
3448,2337464,2341428,2341979
3449,2337464,2326480,2332592
3450,2337464,2318503,2332592
3451,2319042,2318254,2316291
3452,2319042,2322942,2411644
3453,2319042,2318254,2320387
3454,2319042,2320387,2339331
3455,2319042,2316727,2317125
3456,2319042,2318254,2335636
3457,2319042,2318254,2417542
3458,2319042,2337168,2342106
3459,2319042,2319392,2318254
3460,2319042,2316291,2331140
3461,2341574,2325142,2341881
3462,2341574,2340684,2320010
3463,2341574,2337428,2325768
3464,2341574,2343000,2341881
3465,2341574,2335275,2337842
3466,2341574,2339693,2320109
3467,2341574,2412793,2335274
3468,2341574,2340684,2335274
3469,2341574,2331923,2340684
3470,2341574,2325768,2335274
3471,2321098,2317705,2328119
3472,2321098,2322307,2331930
3473,2321098,2335697,2340890
3474,2321098,2342866,2317705
3475,2321098,2322307,2333045
3476,2321098,2413527,2329676
3477,2321098,2325558,2324220
3478,2321098,2317705,2325558
3479,2321098,2340890,2322307
3480,2321098,2321526,2417161
3481,2329290,2338610,2343473
3482,2329290,2323549,2315963
3483,2329290,2318253,2417673
3484,2329290,2337321,2330431
3485,2329290,2323549,2338610
3486,2329290,2315963,2332785
3487,2329290,2338610,2335453
3488,2329290,2338610,2336623
3489,2329290,2337321,2336623
3490,2329290,2340420,2416202
3491,2329292,2316136,2335617
3492,2329292,2340974,2323586
3493,2329292,2340974,2331084
3494,2329292,2322469,2342188
3495,2329292,2330230,2323586
3496,2329292,2316408,2341512
3497,2329292,2335617,2414839
3498,2329292,2330230,2327959
3499,2329292,2335617,2321187
3500,2329292,2318472,2316136
3501,2415307,2335136,2337743
3502,2415307,2333217,2323691
3503,2415307,2324580,2417983
3504,2415307,2326673,2341133
3505,2415307,2335136,2329664
3506,2415307,2412595,2323252
3507,2415307,2326068,2337995
3508,2415307,2324580,2326068
3509,2415307,2416102,2324580
3510,2415307,2324580,2323252
3511,2413263,2342717,2335109
3512,2413263,2343371,2317188
3513,2413263,2331681,2339988
3514,2413263,2413028,2335109
3515,2413263,2336995,2331702
3516,2413263,2324055,2331681
3517,2413263,2336995,2323490
3518,2413263,2339988,2319068
3519,2413263,2319068,2416059
3520,2413263,2330339,2338106
3521,2343632,2335785,2330585
3522,2343632,2329210,2329423
3523,2343632,2327781,2416313
3524,2343632,2337913,2339726
3525,2343632,2414606,2323757
3526,2343632,2329423,2416313
3527,2343632,2329423,2324683
3528,2343632,2416313,2337913
3529,2343632,2327781,2324880
3530,2343632,2330145,2330402
3531,2341586,2319852,2322072
3532,2341586,2328183,2322512
3533,2341586,2328248,2335203
3534,2341586,2332968,2416332
3535,2341586,2340871,2343181
3536,2341586,2319852,2415051
3537,2341586,2325223,2322512
3538,2341586,2326879,2417247
3539,2341586,2415051,2321500
3540,2341586,2411594,2318280
3541,2339538,2327626,2325505
3542,2339538,2413510,2416229
3543,2339538,2325505,2336009
3544,2339538,2412563,2342992
3545,2339538,2320744,2413510
3546,2339538,2317795,2334532
3547,2339538,2322895,2343620
3548,2339538,2413510,2317795
3549,2339538,2332641,2324086
3550,2339538,2327626,2328357
3551,2317012,2411648,2325169
3552,2317012,2329927,2322411
3553,2317012,2334435,2343142
3554,2317012,2411648,2336532
3555,2317012,2326958,2318607
3556,2317012,2412323,2411648
3557,2317012,2316937,2337742
3558,2317012,2414285,2411801
3559,2317012,2414285,2411648
3560,2317012,2334469,2320740
3561,2321107,2334393,2323767
3562,2321107,2319314,2327438
3563,2321107,2332570,2319298
3564,2321107,2323767,2326583
3565,2321107,2332570,2324815
3566,2321107,2337805,2320327
3567,2321107,2332570,2334393
3568,2321107,2319314,2413928
3569,2321107,2330797,2317489
3570,2321107,2319298,2324815
3571,2329302,2414863,2322294
3572,2329302,2337709,2416743
3573,2329302,2333952,2319025
3574,2329302,2335700,2341682
3575,2329302,2416743,2320685
3576,2329302,2339145,2341682
3577,2329302,2341986,2315511
3578,2329302,2327605,2315840
3579,2329302,2333952,2337709
3580,2329302,2415581,2337709
3581,2339542,2324903,2319902
3582,2339542,2319902,2340474
3583,2339542,2413587,2332248
3584,2339542,2413587,2337807
3585,2339542,2340474,2414954
3586,2339542,2412424,2318435
3587,2339542,2412552,2323803
3588,2339542,2416720,2317265
3589,2339542,2413587,2322791
3590,2339542,2320087,2332248
3591,2319065,2342977,2328947
3592,2319065,2317955,2411702
3593,2319065,2322978,2328947
3594,2319065,2339739,2331800
3595,2319065,2343070,2411792
3596,2319065,2343070,2343039
3597,2319065,2416022,2331639
3598,2319065,2322978,2414920
3599,2319065,2343039,2416022
3600,2319065,2315971,2317435
3601,2317020,2320200,2330381
3602,2317020,2334383,2320200
3603,2317020,2327395,2320200
3604,2317020,2341423,2412502
3605,2317020,2337250,2333606
3606,2317020,2330381,2320546
3607,2317020,2325756,2320200
3608,2317020,2341550,2325748
3609,2317020,2316669,2343411
3610,2317020,2319836,2335157
3611,2323165,2338805,2342329
3612,2323165,2342329,2416066
3613,2323165,2342329,2332763
3614,2323165,2322853,2331015
3615,2323165,2411594,2319438
3616,2323165,2338805,2413683
3617,2323165,2332763,2416313
3618,2323165,2335191,2332763
3619,2323165,2338805,2342159
3620,2323165,2331015,2343452
3621,2341599,2330122,2321356
3622,2341599,2333756,2327752
3623,2341599,2330122,2330171
3624,2341599,2417490,2317927
3625,2341599,2336921,2332900
3626,2341599,2417490,2320525
3627,2341599,2319813,2339007
3628,2341599,2330122,2413273
3629,2341599,2336172,2333756
3630,2341599,2317927,2338442
3631,2321120,2328048,2339531
3632,2321120,2341373,2316190
