,triplet_id,test_resnet_cosine,test_sbert,test_sbert_gen,o1,o2,both,neither,o3
1397,1430,,,,0.0,0.0,1.0,0.0,1.0
1398,1431,,,,0.0,1.0,1.0,1.0,2.0
1399,1432,,,,0.0,1.0,1.0,0.0,1.0
1400,1433,,,,1.0,0.0,0.0,1.0,1.0
1401,1434,0.6666666666666666,0.0,0.6666666666666666,2.0,0.0,0.0,1.0,1.0
1402,1435,,,,0.0,1.0,1.0,1.0,2.0
1403,1436,,,,0.0,0.0,0.0,1.0,1.0
1404,1437,,,,0.0,1.0,0.0,3.0,3.0
1405,1438,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1406,1439,,,,0.0,1.0,0.0,3.0,3.0
1407,1440,,,,1.0,0.0,1.0,0.0,1.0
1408,1441,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
1409,1442,,,,0.0,1.0,1.0,0.0,1.0
1410,1443,0.16666666666666666,0.8333333333333334,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
1411,1444,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
1412,1445,0.1,0.1,0.9,4.0,0.0,1.0,0.0,1.0
1413,1446,0.8,0.2,0.2,1.0,4.0,0.0,0.0,0.0
1414,1447,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
1415,1448,,,,0.0,1.0,1.0,0.0,1.0
1416,1449,,,,1.0,0.0,1.0,0.0,1.0
1417,1450,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0
1418,1451,,,,0.0,1.0,0.0,1.0,1.0
1419,1452,,,,0.0,0.0,0.0,2.0,2.0
1420,1453,,,,0.0,1.0,1.0,2.0,3.0
1421,1454,,,,1.0,0.0,0.0,1.0,1.0
1422,1455,,,,0.0,0.0,0.0,2.0,2.0
1423,1456,,,,0.0,0.0,0.0,1.0,1.0
1424,1457,,,,0.0,1.0,0.0,1.0,1.0
1425,1458,,,,1.0,0.0,0.0,0.0,0.0
1426,1459,,,,0.0,0.0,0.0,1.0,1.0
1427,1460,,,,0.0,0.0,0.0,2.0,2.0
1428,1461,0.5,0.5,0.5,1.0,1.0,2.0,0.0,2.0
1429,1462,0.5,0.5,0.5,1.0,1.0,2.0,0.0,2.0
1430,1463,0.875,0.125,0.125,3.0,0.0,1.0,0.0,1.0
1431,1464,,,,1.0,0.0,0.0,0.0,0.0
1432,1467,0.75,0.25,0.25,0.0,2.0,2.0,0.0,2.0
1433,1468,0.875,0.875,0.125,0.0,3.0,1.0,0.0,1.0
1434,1469,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
1435,1470,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.0,2.0,1.0,0.0,1.0
1436,1471,0.9,0.1,0.1,4.0,0.0,1.0,0.0,1.0
1437,1472,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
1438,1473,0.6,0.4,0.4,2.0,3.0,0.0,0.0,0.0
1439,1474,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1440,1475,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
1441,1476,,,,0.0,1.0,2.0,0.0,2.0
1442,1477,,,,1.0,0.0,1.0,0.0,1.0
1443,1478,,,,0.0,1.0,0.0,0.0,0.0
1444,1480,0.16666666666666666,0.8333333333333334,0.16666666666666666,2.0,0.0,1.0,0.0,1.0
1445,1481,,,,0.0,0.0,1.0,0.0,1.0
1446,1482,0.5,0.5,0.5,1.0,1.0,2.0,0.0,2.0
1447,1483,,,,1.0,0.0,0.0,0.0,0.0
1448,1484,,,,0.0,0.0,1.0,0.0,1.0
1449,1485,0.125,0.125,0.125,3.0,0.0,1.0,0.0,1.0
1450,1486,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
1451,1487,,,,1.0,0.0,2.0,0.0,2.0
1452,1488,,,,0.0,0.0,3.0,0.0,3.0
1453,1489,0.75,0.25,0.25,0.0,2.0,2.0,0.0,2.0
1454,1490,0.8333333333333334,0.16666666666666666,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
1455,1491,0.8,0.2,0.8,0.0,3.0,2.0,0.0,2.0
1456,1492,,,,1.0,0.0,0.0,0.0,0.0
1457,1493,0.8,0.2,0.2,4.0,1.0,0.0,0.0,0.0
1458,1494,0.375,0.625,0.375,1.0,2.0,1.0,0.0,1.0
1459,1495,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
1460,1496,0.625,0.625,0.375,1.0,2.0,1.0,0.0,1.0
1461,1497,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1462,1498,,,,0.0,1.0,0.0,0.0,0.0
1463,1499,0.16666666666666666,0.8333333333333334,0.16666666666666666,2.0,0.0,1.0,0.0,1.0
1464,1500,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
1465,1501,,,,0.0,1.0,0.0,0.0,0.0
1466,1502,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,1.0,1.0
1467,1503,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
1468,1504,,,,0.0,1.0,1.0,0.0,1.0
1469,1505,0.4,0.2,0.4,2.0,1.0,0.0,2.0,2.0
1470,1506,0.7,0.7,0.7,1.0,3.0,1.0,0.0,1.0
1471,1507,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,1.0,1.0
1472,1508,,,,0.0,0.0,1.0,0.0,1.0
1473,1509,,,,0.0,0.0,2.0,0.0,2.0
1474,1510,,,,0.0,1.0,0.0,0.0,0.0
1475,1511,,,,1.0,0.0,2.0,0.0,2.0
1476,1512,0.625,0.625,0.625,2.0,1.0,1.0,0.0,1.0
1477,1513,,,,0.0,0.0,2.0,0.0,2.0
1478,1514,,,,0.0,1.0,1.0,0.0,1.0
1479,1515,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
1480,1516,,,,0.0,1.0,1.0,0.0,1.0
1481,1517,0.2,0.8,0.2,3.0,0.0,2.0,0.0,2.0
1482,1518,,,,0.0,0.0,3.0,0.0,3.0
1483,1519,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
1484,1520,,,,0.0,0.0,1.0,0.0,1.0
1485,1521,,,,0.0,0.0,2.0,0.0,2.0
1486,1522,0.25,0.25,0.25,2.0,0.0,2.0,0.0,2.0
1487,1523,,,,1.0,0.0,2.0,0.0,2.0
1488,1524,,,,1.0,0.0,0.0,0.0,0.0
1489,1525,,,,0.0,0.0,3.0,0.0,3.0
1490,1526,,,,0.0,1.0,1.0,0.0,1.0
1491,1527,,,,1.0,0.0,1.0,0.0,1.0
1492,1528,,,,0.0,0.0,2.0,0.0,2.0
1493,1529,0.3,0.7,0.7,1.0,3.0,1.0,0.0,1.0
1494,1530,0.1,0.9,0.9,4.0,0.0,1.0,0.0,1.0
1495,1531,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
1496,1532,0.7,0.3,0.3,0.0,2.0,3.0,0.0,3.0
1497,1533,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
1498,1534,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
1499,1535,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
1500,1536,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
1501,1537,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1502,1538,0.75,0.75,0.75,3.0,1.0,0.0,0.0,0.0
1503,1539,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
1504,1540,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1505,1541,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
1506,1542,0.875,0.125,0.125,3.0,0.0,1.0,0.0,1.0
1507,1543,0.7,0.3,0.3,2.0,0.0,3.0,0.0,3.0
1508,1544,0.875,0.125,0.875,0.0,3.0,1.0,0.0,1.0
1509,1545,,,,0.0,1.0,0.0,0.0,0.0
1510,1546,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1511,1548,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1512,1549,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.0,0.0,0.0,0.0
1513,1550,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
1514,1551,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1515,1552,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
1516,1553,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
1517,1554,,,,1.0,0.0,0.0,0.0,0.0
1518,1555,0.875,0.125,0.125,0.0,3.0,1.0,0.0,1.0
1519,1556,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
1520,1557,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
1521,1558,,,,0.0,1.0,0.0,0.0,0.0
1522,1559,0.6666666666666666,0.6666666666666666,0.3333333333333333,2.0,1.0,0.0,0.0,0.0
1523,1560,0.1,0.1,0.1,0.0,4.0,1.0,0.0,1.0
1524,1561,,,,0.0,1.0,0.0,2.0,2.0
1525,1562,0.125,0.625,0.125,0.0,2.0,1.0,1.0,2.0
1526,1563,0.625,0.375,0.625,1.0,2.0,1.0,0.0,1.0
1527,1564,,,,0.0,1.0,1.0,0.0,1.0
1528,1565,,,,0.0,1.0,0.0,0.0,0.0
1529,1566,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1530,1567,,,,0.0,1.0,1.0,0.0,1.0
1531,1568,0.0,0.6666666666666666,0.6666666666666666,0.0,2.0,0.0,1.0,1.0
1532,1569,,,,0.0,0.0,0.0,3.0,3.0
1533,1570,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
1534,1571,,,,1.0,0.0,1.0,0.0,1.0
1535,1572,0.375,0.625,0.625,1.0,2.0,1.0,0.0,1.0
1536,1573,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
1537,1574,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.0,2.0,1.0,0.0,1.0
1538,1575,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1539,1576,,,,1.0,0.0,0.0,0.0,0.0
1540,1577,0.75,0.75,0.75,3.0,1.0,0.0,0.0,0.0
1541,1578,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
1542,1579,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
1543,1580,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.0,2.0,1.0,0.0,1.0
1544,1581,0.375,0.375,0.375,1.0,2.0,1.0,0.0,1.0
1545,1582,0.875,0.125,0.875,0.0,3.0,1.0,0.0,1.0
1546,1583,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
1547,1584,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
1548,1585,0.375,0.375,0.375,1.0,2.0,1.0,0.0,1.0
1549,1586,,,,0.0,1.0,1.0,1.0,2.0
1550,1587,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1551,1588,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1552,1589,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1553,1590,,,,0.0,1.0,1.0,0.0,1.0
1554,1591,,,,0.0,0.0,1.0,0.0,1.0
1555,1592,,,,0.0,0.0,1.0,0.0,1.0
1556,1593,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
1557,1594,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1558,1595,0.6,0.4,0.6,1.0,2.0,2.0,0.0,2.0
1559,1596,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1560,1597,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
1561,1598,,,,0.0,0.0,1.0,0.0,1.0
1562,1599,0.375,0.375,0.625,2.0,1.0,1.0,0.0,1.0
1563,1600,,,,1.0,0.0,0.0,0.0,0.0
1564,1601,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
1565,1602,,,,0.0,0.0,0.0,1.0,1.0
1566,1603,,,,1.0,0.0,0.0,1.0,1.0
1567,1604,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
1568,1605,0.9,0.1,0.1,0.0,4.0,1.0,0.0,1.0
1569,1606,,,,0.0,0.0,0.0,2.0,2.0
1570,1608,0.3,0.3,0.3,0.0,2.0,3.0,0.0,3.0
1571,1609,,,,0.0,1.0,0.0,0.0,0.0
1572,1610,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0,2.0,1.0,0.0,1.0
1573,1611,,,,0.0,1.0,0.0,0.0,0.0
1574,1612,,,,0.0,1.0,1.0,0.0,1.0
1575,1613,,,,1.0,0.0,1.0,1.0,2.0
1576,1614,0.875,0.875,0.125,0.0,3.0,1.0,0.0,1.0
1577,1615,,,,1.0,0.0,0.0,0.0,0.0
1578,1616,0.16666666666666666,0.16666666666666666,0.16666666666666666,2.0,0.0,1.0,0.0,1.0
1579,1617,,,,0.0,1.0,0.0,0.0,0.0
1580,1618,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
1581,1619,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
1582,1620,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1583,1621,,,,1.0,0.0,0.0,0.0,0.0
1584,1622,,,,1.0,0.0,1.0,0.0,1.0
1585,1623,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
1586,1624,,,,0.0,0.0,0.0,1.0,1.0
1587,1625,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
1588,1626,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1589,1627,,,,0.0,1.0,0.0,0.0,0.0
1590,1628,,,,0.0,1.0,0.0,0.0,0.0
1591,1630,0.625,0.625,0.625,2.0,1.0,1.0,0.0,1.0
1592,1631,,,,0.0,1.0,0.0,0.0,0.0
1593,1632,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
1594,1633,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
1595,1634,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.0,0.0,0.0,0.0
1596,1635,,,,0.0,0.0,1.0,0.0,1.0
1597,1636,,,,0.0,1.0,1.0,0.0,1.0
1598,1637,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0
1599,1638,0.75,0.75,0.0,0.0,3.0,0.0,1.0,1.0
1600,1639,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
1601,1640,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1602,1641,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1603,1642,,,,0.0,0.0,1.0,0.0,1.0
1604,1643,,,,0.0,0.0,1.0,0.0,1.0
1605,1644,,,,0.0,1.0,0.0,0.0,0.0
1606,1645,,,,1.0,0.0,1.0,0.0,1.0
1607,1646,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
1608,1647,0.8,0.2,0.2,4.0,1.0,0.0,0.0,0.0
1609,1648,,,,0.0,0.0,1.0,0.0,1.0
1610,1649,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
1611,1650,,,,0.0,1.0,1.0,0.0,1.0
1612,1651,,,,0.0,1.0,1.0,0.0,1.0
1613,1652,,,,1.0,0.0,1.0,0.0,1.0
1614,1653,,,,0.0,1.0,0.0,0.0,0.0
1615,1654,,,,1.0,0.0,1.0,0.0,1.0
1616,1655,,,,0.0,1.0,0.0,0.0,0.0
1617,1656,,,,1.0,0.0,2.0,0.0,2.0
1618,1657,,,,0.0,0.0,1.0,0.0,1.0
1619,1658,,,,0.0,0.0,2.0,0.0,2.0
1620,1659,0.375,0.375,0.625,2.0,1.0,1.0,0.0,1.0
1621,1660,,,,0.0,0.0,2.0,0.0,2.0
1622,1661,,,,0.0,1.0,0.0,0.0,0.0
1623,1662,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
1624,1663,,,,0.0,0.0,1.0,0.0,1.0
1625,1664,,,,0.0,1.0,1.0,0.0,1.0
1626,1665,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1627,1666,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0,2.0,1.0,0.0,1.0
1628,1667,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0
1629,1668,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
1630,1669,,,,0.0,0.0,1.0,0.0,1.0
1631,1670,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1632,1671,0.75,0.25,0.75,1.0,3.0,0.0,0.0,0.0
1633,1672,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
1634,1673,,,,1.0,0.0,1.0,0.0,1.0
1635,1674,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
1636,1675,,,,0.0,1.0,0.0,0.0,0.0
1637,1676,0.8333333333333334,0.8333333333333334,0.16666666666666666,2.0,0.0,1.0,0.0,1.0
1638,1677,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
1639,1678,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0
1640,1679,,,,0.0,1.0,0.0,1.0,1.0
1641,1680,0.6,0.2,0.2,3.0,1.0,0.0,1.0,1.0
1642,1681,,,,1.0,0.0,0.0,0.0,0.0
1643,1682,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
1644,1683,0.5,0.5,0.5,1.0,1.0,2.0,0.0,2.0
1645,1684,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
1646,1685,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
1647,1686,0.75,0.75,0.75,2.0,0.0,2.0,0.0,2.0
1648,1687,0.9,0.9,0.1,0.0,4.0,1.0,0.0,1.0
1649,1688,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
1650,1689,,,,0.0,0.0,3.0,0.0,3.0
1651,1690,,,,0.0,1.0,1.0,0.0,1.0
1652,1691,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1653,1692,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
1654,1693,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0
1655,1694,,,,0.0,1.0,2.0,0.0,2.0
1656,1695,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
1657,1696,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.0,0.0,0.0,0.0
1658,1697,0.75,0.75,0.75,2.0,0.0,2.0,0.0,2.0
1659,1698,0.6,0.4,0.4,2.0,1.0,2.0,0.0,2.0
1660,1699,,,,1.0,0.0,1.0,0.0,1.0
1661,1700,0.8,0.2,0.2,0.0,3.0,2.0,0.0,2.0
1662,1701,0.2,0.8,0.2,1.0,4.0,0.0,0.0,0.0
1663,1703,0.625,0.125,0.625,2.0,0.0,1.0,1.0,2.0
1664,1704,0.875,0.125,0.875,0.0,3.0,1.0,0.0,1.0
1665,1705,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1666,1706,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
1667,1707,,,,1.0,0.0,2.0,2.0,4.0
1668,1708,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1669,1709,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0,2.0,1.0,0.0,1.0
1670,1710,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0,2.0,1.0,0.0,1.0
1671,1711,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
1672,1712,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
1673,1713,0.3,0.7,0.3,1.0,3.0,1.0,0.0,1.0
1674,1714,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
1675,1715,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
1676,1716,0.16666666666666666,0.16666666666666666,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
1677,1717,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
1678,1718,0.6666666666666666,0.3333333333333333,0.6666666666666666,2.0,1.0,0.0,0.0,0.0
1679,1719,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0
1680,1720,,,,0.0,1.0,0.0,0.0,0.0
1681,1721,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
1682,1722,,,,0.0,1.0,1.0,0.0,1.0
1683,1723,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
1684,1724,,,,0.0,1.0,0.0,0.0,0.0
1685,1725,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
1686,1726,0.25,0.25,0.25,1.0,1.0,0.0,2.0,2.0
1687,1727,,,,1.0,0.0,1.0,0.0,1.0
1688,1728,0.25,0.75,0.75,2.0,0.0,2.0,0.0,2.0
1689,1729,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
1690,1730,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
1691,1731,,,,0.0,0.0,1.0,0.0,1.0
1692,1732,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1693,1733,,,,0.0,0.0,1.0,0.0,1.0
1694,1734,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
1695,1735,,,,0.0,0.0,1.0,0.0,1.0
1696,1736,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
1697,1737,,,,0.0,1.0,3.0,0.0,3.0
1698,1738,0.75,0.25,0.75,3.0,1.0,0.0,0.0,0.0
1699,1739,0.625,0.625,0.625,2.0,0.0,1.0,1.0,2.0
1700,1740,0.5,0.5,0.5,2.0,2.0,0.0,0.0,0.0
1701,1741,0.8333333333333334,0.8333333333333334,0.8333333333333334,2.0,0.0,1.0,0.0,1.0
1702,1742,,,,1.0,0.0,0.0,0.0,0.0
1703,1743,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1704,1744,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
1705,1746,,,,1.0,0.0,1.0,0.0,1.0
1706,1747,0.8333333333333334,0.16666666666666666,0.16666666666666666,2.0,0.0,1.0,0.0,1.0
1707,1748,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
1708,1749,,,,1.0,0.0,0.0,0.0,0.0
1709,1750,,,,0.0,1.0,1.0,0.0,1.0
1710,1751,0.4,0.4,0.4,1.0,2.0,2.0,0.0,2.0
1711,1752,,,,1.0,0.0,0.0,0.0,0.0
1712,1753,,,,0.0,0.0,2.0,0.0,2.0
1713,1754,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
1714,1755,,,,1.0,0.0,1.0,0.0,1.0
1715,1756,,,,1.0,0.0,0.0,0.0,0.0
1716,1757,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
1717,1758,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
1718,1759,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
1719,1760,,,,1.0,0.0,1.0,0.0,1.0
1720,1761,0.6,0.4,0.4,3.0,2.0,0.0,0.0,0.0
1721,1762,,,,0.0,1.0,0.0,0.0,0.0
1722,1764,,,,0.0,1.0,1.0,1.0,2.0
1723,1765,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,2.0,0.0,0.0,0.0
1724,1766,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,2.0,0.0,0.0,0.0
1725,1767,0.625,0.125,0.125,2.0,0.0,1.0,1.0,2.0
1726,1768,,,,1.0,0.0,2.0,1.0,3.0
1727,1769,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1728,1770,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0
1729,1771,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
1730,1772,0.0,0.6666666666666666,0.6666666666666666,2.0,0.0,0.0,1.0,1.0
1731,1773,,,,0.0,1.0,0.0,1.0,1.0
1732,1774,,,,0.0,1.0,1.0,0.0,1.0
1733,1775,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1734,1776,,,,0.0,1.0,2.0,0.0,2.0
1735,1777,,,,0.0,0.0,0.0,2.0,2.0
1736,1778,,,,0.0,0.0,1.0,2.0,3.0
1737,1779,,,,0.0,0.0,0.0,1.0,1.0
1738,1780,,,,0.0,1.0,0.0,0.0,0.0
1739,1781,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
1740,1782,0.0,0.75,0.75,0.0,3.0,0.0,1.0,1.0
1741,1783,0.5,0.5,0.0,0.0,2.0,0.0,2.0,2.0
1742,1784,,,,1.0,0.0,0.0,1.0,1.0
1743,1785,0.375,0.375,0.375,1.0,1.0,1.0,1.0,2.0
1744,1786,,,,0.0,1.0,2.0,1.0,3.0
1745,1788,0.0,0.5,0.0,2.0,0.0,0.0,2.0,2.0
1746,1789,0.6666666666666666,0.0,0.6666666666666666,0.0,2.0,0.0,1.0,1.0
1747,1790,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1748,1791,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
1749,1792,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,1.0,0.0,0.0,0.0
1750,1793,,,,0.0,1.0,0.0,0.0,0.0
1751,1794,,,,0.0,1.0,1.0,0.0,1.0
1752,1795,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
1753,1796,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
1754,1797,,,,1.0,0.0,0.0,0.0,0.0
1755,1798,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.0,2.0,1.0,0.0,1.0
1756,1799,,,,0.0,1.0,2.0,0.0,2.0
1757,1800,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
1758,1801,,,,0.0,0.0,2.0,0.0,2.0
1759,1802,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
1760,1803,,,,1.0,0.0,1.0,0.0,1.0
1761,1804,,,,0.0,0.0,1.0,0.0,1.0
1762,1805,,,,1.0,0.0,2.0,0.0,2.0
1763,1806,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,2.0,0.0,0.0,0.0
1764,1807,0.8333333333333334,0.8333333333333334,0.16666666666666666,2.0,0.0,1.0,0.0,1.0
1765,1808,,,,0.0,0.0,1.0,1.0,2.0
1766,1809,,,,0.0,1.0,1.0,0.0,1.0
1767,1810,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
1768,1811,,,,1.0,0.0,1.0,0.0,1.0
1769,1812,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.0,2.0,1.0,0.0,1.0
1770,1813,,,,0.0,1.0,1.0,0.0,1.0
1771,1814,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
1772,1815,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
1773,1816,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0
1774,1817,,,,1.0,0.0,3.0,0.0,3.0
1775,1818,0.125,0.875,0.125,3.0,0.0,1.0,0.0,1.0
1776,1819,0.6666666666666666,0.3333333333333333,0.3333333333333333,2.0,1.0,0.0,0.0,0.0
1777,1820,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1778,1821,,,,0.0,0.0,2.0,0.0,2.0
1779,1822,0.875,0.125,0.125,3.0,0.0,1.0,0.0,1.0
1780,1823,,,,0.0,0.0,1.0,0.0,1.0
1781,1824,,,,1.0,0.0,2.0,0.0,2.0
1782,1825,,,,0.0,1.0,1.0,0.0,1.0
1783,1826,,,,1.0,0.0,0.0,0.0,0.0
1784,1827,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0
1785,1828,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.0,2.0,1.0,0.0,1.0
1786,1829,,,,0.0,0.0,1.0,1.0,2.0
